Srikakulam,Andhra Pradesh
Parvathipuram (ST),Andhra Pradesh
Bobbili,Andhra Pradesh
Visakhapatnam,Andhra Pradesh
Bhadrachalam (ST),Andhra Pradesh
Anakapalli,Andhra Pradesh
Kakinada,Andhra Pradesh
Rajahmundry,Andhra Pradesh
Amalapuram (SC),Andhra Pradesh
Narasapur,Andhra Pradesh
Eluru,Andhra Pradesh
Machilipatnam,Andhra Pradesh
Vijayawada,Andhra Pradesh
Tenali,Andhra Pradesh
Guntur,Andhra Pradesh
Bapatla,Andhra Pradesh
Narasaraopet,Andhra Pradesh
Ongole,Andhra Pradesh
Nellore (SC),Andhra Pradesh
Tirupathi (SC),Andhra Pradesh
Chittoor,Andhra Pradesh
Rajampet,Andhra Pradesh
Cuddapah,Andhra Pradesh
Hindupur,Andhra Pradesh
Anantapur,Andhra Pradesh
Kurnool,Andhra Pradesh
Nandyal,Andhra Pradesh
Nagarkurnool (SC),Andhra Pradesh
Mahabubnagar,Andhra Pradesh
Hyderabad,Andhra Pradesh
Secunderabad,Andhra Pradesh
Siddipet (SC),Andhra Pradesh
Medak,Andhra Pradesh
Nizamabad,Andhra Pradesh
Adilabad,Andhra Pradesh
Peddapalli (SC),Andhra Pradesh
Karimnagar,Andhra Pradesh
Hanamkonda,Andhra Pradesh
Warangal,Andhra Pradesh
Khammam,Andhra Pradesh
Nalgonda,Andhra Pradesh
Miryalguda,Andhra Pradesh
Bagaha (SC),Bihar
Bettiah,Bihar
Motihari,Bihar
Gopalganj,Bihar
Siwan,Bihar
Maharajganj,Bihar
Chapra,Bihar
Hajipur (SC),Bihar
Vaishali,Bihar
Muzaffarpur,Bihar
Sitamarhi,Bihar
Sheohar,Bihar
Madhubani,Bihar
Jhanjharpur,Bihar
Darbhanga,Bihar
Rosera (SC),Bihar
Samastipur,Bihar
Barh,Bihar
Balia,Bihar
Saharsa,Bihar
Madhepura,Bihar
Araria (SC),Bihar
Kishanganj,Bihar
Purnea,Bihar
Katihar,Bihar
Banka,Bihar
Bhagalpur,Bihar
